order_id,customer_id,order_date,ship_date,ship_mode
CA-2017-124436,SA-20830,3/19/2017,3/22/2017,Second Class
CA-2014-115084,LS-17200,10/18/2014,10/22/2014,Standard Class
CA-2017-131037,TM-21490,8/22/2017,8/23/2017,First Class
CA-2016-111143,TT-21265,11/19/2016,11/22/2016,First Class
CA-2014-166744,DN-13690,9/20/2014,9/24/2014,Standard Class
CA-2016-116561,EB-14110,9/11/2016,9/17/2016,Standard Class
CA-2016-110730,CM-11815,9/23/2016,9/26/2016,Second Class
CA-2017-146367,HM-14860,8/4/2017,8/8/2017,Standard Class
CA-2016-149454,KM-16375,7/25/2016,7/26/2016,First Class
CA-2016-156265,BF-11020,8/2/2016,8/4/2016,Second Class
US-2015-168914,JE-15745,5/21/2015,5/27/2015,Standard Class
US-2017-110989,EJ-14155,11/3/2017,11/5/2017,Second Class
CA-2015-106215,BN-11470,4/16/2015,4/21/2015,Standard Class
US-2016-169369,EC-14050,12/12/2016,12/18/2016,Standard Class
CA-2015-132318,TT-21220,10/30/2015,11/2/2015,First Class
US-2014-131982,NP-18685,3/7/2014,3/11/2014,Second Class
CA-2015-125185,AH-10195,3/5/2015,3/7/2015,Second Class
CA-2016-130078,CC-12145,8/8/2016,8/14/2016,Standard Class
US-2017-114034,DL-13315,1/3/2017,1/8/2017,Standard Class
US-2017-115595,XP-21865,10/9/2017,10/11/2017,First Class
CA-2017-158722,MA-17560,10/20/2017,10/26/2017,Standard Class
CA-2014-105165,SZ-20035,9/7/2014,9/10/2014,First Class
CA-2017-147452,CS-11845,9/30/2017,10/3/2017,First Class
US-2017-114657,MH-18115,11/16/2017,11/21/2017,Standard Class
CA-2017-144484,CB-12025,9/11/2017,9/11/2017,Same Day
CA-2017-125913,JO-15145,1/16/2017,1/16/2017,Same Day
US-2016-158309,PA-19060,11/26/2016,11/29/2016,First Class
CA-2015-162887,SV-20785,11/7/2015,11/9/2015,Second Class
CA-2017-147333,KL-16555,12/14/2017,12/20/2017,Standard Class
CA-2014-113859,BC-11125,9/13/2014,9/17/2014,Standard Class
CA-2014-159681,PO-18850,12/7/2014,12/13/2014,Standard Class
US-2017-104094,AG-10675,9/7/2017,9/11/2017,Standard Class
CA-2017-152709,DB-13210,10/7/2017,10/12/2017,Standard Class
CA-2015-105158,SP-20860,9/5/2015,9/10/2015,Standard Class
CA-2014-133424,Dl-13600,3/30/2014,4/4/2014,Standard Class
CA-2017-105991,LH-17020,5/5/2017,5/6/2017,First Class
US-2017-136784,AD-10180,4/30/2017,5/5/2017,Standard Class
CA-2014-146283,KT-16465,9/8/2014,9/15/2014,Standard Class
CA-2017-151218,PJ-19015,6/20/2017,6/23/2017,First Class
CA-2015-111073,MC-18100,12/26/2015,12/30/2015,Standard Class
CA-2017-144883,BO-11350,8/15/2017,8/19/2017,Standard Class
CA-2017-142174,DP-13000,3/4/2017,3/9/2017,Standard Class
CA-2017-108791,TM-21490,7/27/2017,7/31/2017,Standard Class
CA-2016-106656,DV-13045,9/23/2016,9/26/2016,First Class
CA-2016-113831,AH-10690,5/30/2016,6/3/2016,Standard Class
US-2014-139500,AB-10165,11/16/2014,11/20/2014,Standard Class
US-2014-166310,JS-15940,9/21/2014,9/23/2014,First Class
US-2016-168410,BV-11245,2/21/2016,2/26/2016,Standard Class
CA-2017-131254,NC-18415,11/19/2017,11/21/2017,First Class
CA-2016-123414,SU-20665,8/21/2016,8/27/2016,Standard Class
CA-2017-137876,DJ-13510,4/30/2017,5/5/2017,Standard Class
CA-2016-154060,DL-12865,5/2/2016,5/8/2016,Standard Class
US-2017-162558,Dp-13240,10/2/2017,10/5/2017,First Class
CA-2017-134439,TM-21010,9/18/2017,9/23/2017,Second Class
CA-2015-119508,TZ-21580,12/4/2015,12/9/2015,Standard Class
CA-2015-152681,SC-20260,1/17/2015,1/22/2015,Standard Class
CA-2014-130813,LS-17230,1/6/2014,1/8/2014,Second Class
CA-2015-120320,MV-18190,3/5/2015,3/9/2015,Standard Class
CA-2016-111941,BD-11620,12/25/2016,12/28/2016,Second Class
CA-2016-123120,CV-12295,9/4/2016,9/8/2016,Standard Class
CA-2014-103331,KB-16315,8/26/2014,9/1/2014,Standard Class
CA-2015-169278,ME-18010,5/21/2015,5/25/2015,Standard Class
CA-2017-111577,AJ-10780,10/16/2017,10/21/2017,Standard Class
CA-2015-146486,DV-13465,11/9/2015,11/14/2015,Second Class
US-2014-168501,JK-15325,11/21/2014,11/27/2014,Standard Class
CA-2015-112053,SH-20395,10/11/2015,10/13/2015,Second Class
CA-2017-108539,SC-20725,3/21/2017,3/23/2017,Second Class
CA-2015-149811,CS-12250,1/4/2015,1/10/2015,Standard Class
US-2017-103814,LH-16900,12/9/2017,12/16/2017,Standard Class
CA-2016-123932,YC-21895,9/6/2016,9/12/2016,Standard Class
US-2016-101616,CY-12745,9/3/2016,9/6/2016,First Class
CA-2014-113768,AH-10030,5/13/2014,5/19/2014,Standard Class
CA-2016-138037,AR-10540,9/29/2016,10/3/2016,Standard Class
CA-2014-150490,SS-20590,8/5/2014,8/11/2014,Standard Class
US-2017-126060,DW-13585,4/14/2017,4/18/2017,Standard Class
CA-2017-100951,NC-18625,6/9/2017,6/10/2017,First Class
CA-2016-122017,CD-11920,12/29/2016,1/2/2017,Standard Class
CA-2014-123477,DW-13195,1/18/2014,1/21/2014,Second Class
CA-2016-107790,EH-13990,11/20/2016,11/24/2016,Standard Class
CA-2017-158071,BD-11320,6/10/2017,6/15/2017,Standard Class
CA-2017-147403,KH-16630,9/10/2017,9/13/2017,First Class
US-2017-136721,NH-18610,4/8/2017,4/12/2017,Standard Class
CA-2015-118738,AG-10495,10/24/2015,10/30/2015,Standard Class
CA-2017-134152,RP-19855,5/27/2017,5/31/2017,Standard Class
CA-2014-125542,NB-18655,12/5/2014,12/7/2014,First Class
CA-2016-136021,JM-15580,8/14/2016,8/18/2016,Standard Class
CA-2016-149195,DM-13525,9/5/2016,9/7/2016,Second Class
CA-2017-161410,CC-12220,6/26/2017,7/3/2017,Standard Class
CA-2017-152786,GA-14725,3/12/2017,3/17/2017,Standard Class
CA-2017-164707,CV-12805,2/18/2017,2/21/2017,Second Class
CA-2017-163874,NC-18535,11/10/2017,11/12/2017,Second Class
US-2014-123183,GR-14560,11/19/2014,11/25/2014,Standard Class
CA-2014-104829,JG-15805,11/18/2014,11/21/2014,Second Class
US-2016-147340,EB-13750,9/24/2016,9/24/2016,Same Day
CA-2016-145492,MC-17605,11/20/2016,11/27/2016,Standard Class
CA-2016-163202,BM-11650,9/27/2016,10/2/2016,Standard Class
CA-2016-117681,HF-14995,4/9/2016,4/14/2016,Standard Class
CA-2017-132262,ML-18265,9/21/2017,9/23/2017,First Class
CA-2017-123043,AH-10195,8/24/2017,8/29/2017,Standard Class
US-2016-143280,TZ-21580,2/22/2016,2/26/2016,Standard Class
CA-2017-108854,DM-13345,12/8/2017,12/14/2017,Standard Class
CA-2017-166856,TS-21505,9/18/2017,9/22/2017,Standard Class
CA-2016-153157,TB-21625,9/11/2016,9/14/2016,First Class
US-2017-125647,LC-16870,9/23/2017,9/28/2017,Standard Class
CA-2014-132542,AM-10360,10/6/2014,10/8/2014,Second Class
CA-2015-110877,JE-15715,10/23/2015,10/26/2015,First Class
US-2016-151827,CS-11950,3/31/2016,4/2/2016,Second Class
US-2016-163258,PF-19225,12/29/2016,1/2/2017,Standard Class
CA-2017-103009,PJ-18835,11/3/2017,11/5/2017,Second Class
US-2017-120649,JF-15490,1/20/2017,1/26/2017,Standard Class
CA-2016-153598,NM-18520,12/3/2016,12/6/2016,First Class
US-2016-108497,MH-17290,6/14/2016,6/14/2016,Same Day
CA-2016-113096,SZ-20035,9/2/2016,9/4/2016,First Class
CA-2014-136861,PR-18880,9/5/2014,9/7/2014,First Class
CA-2017-117422,FC-14245,10/21/2017,10/25/2017,Standard Class
CA-2017-129707,LH-16750,4/25/2017,4/29/2017,Standard Class
CA-2015-160171,RM-19675,10/19/2015,10/24/2015,Standard Class
CA-2014-103317,DM-13525,7/5/2014,7/8/2014,First Class
CA-2016-167115,EH-14185,4/4/2016,4/9/2016,Standard Class
US-2017-153633,TC-21295,11/13/2017,11/18/2017,Second Class
CA-2017-155929,AI-10855,9/9/2017,9/13/2017,Standard Class
CA-2015-148712,JM-15535,4/17/2015,4/23/2015,Standard Class
CA-2016-128307,BE-11335,7/25/2016,7/29/2016,Standard Class
US-2016-127425,DR-12880,8/26/2016,8/31/2016,Standard Class
US-2014-119081,TA-21385,9/12/2014,9/19/2014,Standard Class
CA-2016-140613,KN-16705,7/22/2016,7/29/2016,Standard Class
US-2017-108700,PJ-18835,5/19/2017,5/23/2017,Standard Class
CA-2017-160962,MC-17605,4/28/2017,5/2/2017,Standard Class
CA-2017-130631,BS-11755,12/29/2017,1/2/2018,Standard Class
CA-2017-116680,PK-19075,9/4/2017,9/6/2017,Second Class
US-2014-107405,TS-21205,3/21/2014,3/25/2014,Standard Class
CA-2017-101574,BD-11725,9/28/2017,10/4/2017,Standard Class
CA-2014-146591,TS-21340,1/19/2014,1/20/2014,First Class
CA-2014-107706,ST-20530,2/14/2014,2/19/2014,Second Class
CA-2016-122448,DB-13210,6/9/2016,6/14/2016,Standard Class
CA-2014-132451,KF-16285,9/26/2014,9/27/2014,First Class
CA-2016-158547,JM-16195,5/30/2016,6/4/2016,Standard Class
CA-2017-116946,TS-21505,12/19/2017,12/23/2017,Standard Class
CA-2017-121741,YC-21895,12/26/2017,12/26/2017,Same Day
CA-2017-169691,Dp-13240,6/15/2017,6/18/2017,First Class
CA-2016-121356,SJ-20500,11/20/2016,11/24/2016,Standard Class
CA-2014-101770,KB-16240,3/31/2014,4/4/2014,Standard Class
CA-2017-105487,CS-12250,10/8/2017,10/14/2017,Standard Class
CA-2017-148999,EB-13870,1/30/2017,2/4/2017,Standard Class
CA-2014-107573,PB-19150,12/12/2014,12/17/2014,Standard Class
CA-2015-156608,MT-18070,10/24/2015,10/29/2015,Standard Class
CA-2017-134495,BF-11020,4/1/2017,4/4/2017,Second Class
CA-2017-164098,CG-12520,1/26/2017,1/27/2017,First Class
CA-2014-105249,DH-13675,11/28/2014,11/28/2014,Same Day
CA-2015-113523,SC-20440,9/4/2015,9/8/2015,Standard Class
CA-2017-117821,HG-15025,6/12/2017,6/16/2017,Standard Class
CA-2017-164378,MM-18055,7/15/2017,7/18/2017,Second Class
CA-2017-127782,TH-21115,11/2/2017,11/6/2017,Standard Class
US-2016-162026,JE-15745,10/8/2016,10/8/2016,Same Day
CA-2016-150000,PG-18820,4/8/2016,4/14/2016,Standard Class
CA-2015-168529,MB-17305,10/8/2015,10/12/2015,Standard Class
US-2017-152569,JD-16015,5/15/2017,5/20/2017,Standard Class
US-2014-137680,JH-15430,2/24/2014,3/2/2014,Standard Class
CA-2015-103177,EN-13780,5/30/2015,6/1/2015,First Class
US-2016-138408,KC-16255,11/18/2016,11/21/2016,Second Class
CA-2017-117667,MS-17980,12/4/2017,12/9/2017,Standard Class
CA-2016-110982,CK-12205,6/5/2016,6/7/2016,First Class
CA-2016-147123,SJ-20125,12/10/2016,12/12/2016,First Class
CA-2017-154501,EA-14035,4/30/2017,5/5/2017,Standard Class
CA-2017-166933,MG-17890,4/24/2017,4/28/2017,Standard Class
CA-2015-142055,AB-10255,5/8/2015,5/10/2015,First Class
CA-2015-137106,SC-20260,3/31/2015,4/4/2015,Standard Class
CA-2017-136609,TB-21355,8/6/2017,8/11/2017,Standard Class
CA-2017-160885,JK-16090,12/2/2017,12/6/2017,Standard Class
US-2016-167472,CK-12595,6/6/2016,6/7/2016,First Class
CA-2015-120551,SS-20590,4/13/2015,4/20/2015,Standard Class
US-2017-150595,LE-16810,5/22/2017,5/26/2017,Standard Class
CA-2016-134936,ES-14080,12/19/2016,12/25/2016,Standard Class
CA-2017-102967,MG-17890,9/22/2017,9/26/2017,Standard Class
CA-2017-151008,JM-16195,9/7/2017,9/8/2017,First Class
CA-2014-159800,SG-20470,11/28/2014,12/1/2014,First Class
US-2014-159618,DB-12970,11/12/2014,11/16/2014,Standard Class
CA-2017-116113,JW-15220,10/2/2017,10/6/2017,Second Class
CA-2015-125066,KD-16495,12/14/2015,12/18/2015,Standard Class
US-2015-114741,IL-15100,12/6/2015,12/10/2015,Standard Class
CA-2017-133263,JE-15610,3/31/2017,4/2/2017,Second Class
CA-2017-157966,SU-20665,3/13/2017,3/13/2017,Same Day
CA-2014-151162,EA-14035,12/5/2014,12/9/2014,Standard Class
CA-2016-136686,RF-19840,12/12/2016,12/16/2016,Standard Class
CA-2017-137498,LC-17050,9/9/2017,9/14/2017,Second Class
CA-2017-163818,PS-18970,10/4/2017,10/8/2017,Standard Class
CA-2016-161158,PS-18970,5/9/2016,5/13/2016,Standard Class
CA-2014-116673,JO-15280,12/15/2014,12/19/2014,Second Class
CA-2017-105333,VP-21730,11/30/2017,12/4/2017,Standard Class
CA-2015-149993,GA-14725,3/19/2015,3/20/2015,First Class
CA-2014-168158,EM-14140,7/19/2014,7/24/2014,Standard Class
CA-2016-115224,DB-13615,12/8/2016,12/11/2016,Second Class
CA-2014-164742,ML-17395,10/13/2014,10/18/2014,Second Class
US-2017-108014,JH-15430,11/19/2017,11/25/2017,Standard Class
CA-2017-160325,BP-11095,9/24/2017,9/24/2017,Same Day
CA-2015-159779,SB-20185,9/25/2015,9/29/2015,Standard Class
CA-2017-151176,SV-20785,2/13/2017,2/20/2017,Standard Class
CA-2014-108903,DO-13435,10/3/2014,10/3/2014,Same Day
CA-2016-117919,TB-21355,8/27/2016,8/29/2016,Second Class
CA-2015-142475,BS-11380,12/3/2015,12/7/2015,Standard Class
CA-2016-134516,FM-14215,9/20/2016,9/25/2016,Standard Class
CA-2017-105193,JL-15835,3/25/2017,3/31/2017,Standard Class
CA-2015-168634,AF-10870,12/6/2015,12/11/2015,Standard Class
CA-2017-117198,BG-11035,8/31/2017,9/5/2017,Standard Class
CA-2015-145828,MB-17305,10/5/2015,10/7/2015,First Class
CA-2017-121027,HW-14935,8/18/2017,8/22/2017,Standard Class
CA-2016-147431,AB-10105,2/2/2016,2/7/2016,Standard Class
CA-2016-158001,JP-15460,8/23/2016,8/27/2016,Standard Class
CA-2017-125745,DV-13045,6/30/2017,7/4/2017,Standard Class
CA-2015-101154,CM-12190,9/18/2015,9/21/2015,First Class
US-2016-124163,SC-20695,9/25/2016,9/30/2016,Standard Class
CA-2016-121748,VW-21775,10/24/2016,10/28/2016,Second Class
CA-2014-126683,PP-18955,9/29/2014,10/1/2014,Second Class
CA-2017-148810,DR-12880,6/26/2017,7/1/2017,Standard Class
US-2016-146066,RB-19465,8/21/2016,8/23/2016,Second Class
CA-2014-127614,NF-18385,2/11/2014,2/15/2014,Standard Class
CA-2016-101742,CR-12580,9/23/2016,9/28/2016,Second Class
CA-2015-134943,SU-20665,12/5/2015,12/6/2015,First Class
CA-2017-123022,SC-20050,9/3/2017,9/8/2017,Standard Class
CA-2017-113208,ML-18040,3/26/2017,4/2/2017,Standard Class
CA-2014-154893,GM-14440,12/21/2014,12/27/2014,Standard Class
CA-2014-147900,JK-15640,9/23/2014,9/28/2014,Standard Class
CA-2017-106355,AT-10435,4/2/2017,4/5/2017,First Class
CA-2016-127985,DB-12910,4/1/2016,4/5/2016,Second Class
CA-2015-166604,AH-10690,5/15/2015,5/20/2015,Second Class
CA-2017-120719,SJ-20125,3/23/2017,3/26/2017,First Class
CA-2017-127117,HM-14860,4/14/2017,4/19/2017,Standard Class
CA-2015-104241,AG-10495,1/4/2015,1/9/2015,Standard Class
CA-2017-168179,JB-16000,11/2/2017,11/7/2017,Standard Class
CA-2017-142342,AJ-10795,7/17/2017,7/19/2017,Second Class
CA-2017-109099,MM-18280,10/6/2017,10/11/2017,Standard Class
US-2014-134187,TH-21235,11/4/2014,11/11/2014,Standard Class
CA-2016-145261,AH-10120,12/18/2016,12/21/2016,First Class
CA-2016-108875,CL-12700,9/24/2016,10/1/2016,Standard Class
CA-2016-141957,JG-15310,7/21/2016,7/21/2016,Same Day
CA-2016-142405,SE-20110,6/11/2016,6/15/2016,Standard Class
CA-2015-141012,TG-21640,6/9/2015,6/11/2015,Second Class
CA-2017-127922,SH-19975,10/27/2017,11/3/2017,Standard Class
CA-2016-146318,MC-17275,1/22/2016,1/27/2016,Standard Class
CA-2014-135993,PJ-18835,5/28/2014,6/2/2014,Standard Class
CA-2014-126802,ZC-21910,12/29/2014,1/5/2015,Standard Class
CA-2016-143924,SC-20680,7/28/2016,8/3/2016,Standard Class
CA-2016-141551,BP-11230,9/24/2016,9/30/2016,Standard Class
CA-2014-164315,RD-19585,4/2/2014,4/8/2014,Standard Class
CA-2015-131072,KL-16645,11/5/2015,11/5/2015,Same Day
CA-2014-131541,CK-12205,7/28/2014,7/28/2014,Same Day
CA-2015-119550,RB-19705,12/26/2015,12/31/2015,Standard Class
US-2015-138093,KM-16225,12/10/2015,12/16/2015,Standard Class
CA-2016-126165,AH-10465,5/5/2016,5/7/2016,Second Class
CA-2017-126123,AG-10765,10/14/2017,10/18/2017,Standard Class
CA-2016-143441,EB-14170,11/5/2016,11/5/2016,Same Day
CA-2017-148320,PG-18895,11/3/2017,11/8/2017,Standard Class
CA-2016-125661,CA-12055,11/24/2016,11/26/2016,First Class
US-2014-123519,SS-20875,12/14/2014,12/21/2014,Standard Class
CA-2014-155593,RP-19390,11/3/2014,11/8/2014,Standard Class
CA-2017-136000,SC-20440,9/22/2017,9/25/2017,Second Class
US-2015-160857,NW-18400,5/8/2015,5/15/2015,Standard Class
CA-2017-115805,KW-16435,7/31/2017,7/31/2017,Same Day
US-2014-143707,HR-14770,3/1/2014,3/5/2014,Standard Class
CA-2017-116939,AG-10900,9/25/2017,9/29/2017,Standard Class
CA-2015-124107,BM-11650,10/9/2015,10/12/2015,Second Class
CA-2017-126550,RD-19720,3/29/2017,4/2/2017,Second Class
CA-2015-138674,KB-16585,11/14/2015,11/17/2015,First Class
CA-2016-165820,DW-13585,9/26/2016,9/30/2016,Standard Class
CA-2014-103191,VG-21805,9/22/2014,9/27/2014,Standard Class
CA-2015-103933,DR-12880,9/25/2015,9/27/2015,First Class
CA-2015-110548,AH-10690,5/4/2015,5/8/2015,Standard Class
CA-2017-117324,JP-15520,12/8/2017,12/13/2017,Standard Class
CA-2017-143574,DR-12880,6/29/2017,7/2/2017,First Class
CA-2014-111773,JK-15625,6/29/2014,7/3/2014,Standard Class
CA-2014-148614,MV-17485,1/20/2014,1/25/2014,Standard Class
CA-2017-156139,BP-11155,12/31/2016,1/6/2017,Standard Class
US-2017-147886,DH-13075,3/28/2017,3/31/2017,First Class
CA-2016-113733,LH-16900,12/8/2016,12/12/2016,Standard Class
CA-2017-104913,DK-13090,11/18/2017,11/22/2017,Standard Class
CA-2014-145800,SS-20410,5/30/2014,6/5/2014,Standard Class
CA-2016-125850,FP-14320,1/22/2016,1/28/2016,Standard Class
CA-2016-118514,LC-17050,2/3/2016,2/10/2016,Standard Class
CA-2015-150749,AS-10240,3/29/2015,4/3/2015,Second Class
CA-2014-163748,HG-15025,10/14/2014,10/18/2014,Standard Class
CA-2015-119634,BW-11065,8/11/2015,8/16/2015,Standard Class
CA-2015-149300,BH-11710,11/22/2015,11/23/2015,First Class
US-2016-111528,JP-16135,12/30/2016,12/30/2016,Same Day
CA-2017-158169,JM-16195,8/12/2017,8/15/2017,First Class
CA-2015-162047,FH-14365,11/3/2015,11/5/2015,First Class
CA-2015-117772,MC-17575,9/10/2015,9/12/2015,Second Class
US-2014-126340,EB-13870,11/8/2014,11/14/2014,Standard Class
CA-2016-149685,PM-19135,10/8/2016,10/15/2016,Standard Class
CA-2017-126396,AR-10345,9/8/2017,9/12/2017,Second Class
CA-2015-154900,SS-20875,2/25/2015,3/1/2015,Standard Class
CA-2015-103835,SC-20440,9/24/2015,9/28/2015,Standard Class
CA-2015-158939,EA-14035,11/26/2015,12/1/2015,Standard Class
CA-2016-117408,TP-21130,8/31/2016,9/6/2016,Standard Class
CA-2016-142398,BP-11290,4/12/2016,4/16/2016,Standard Class
CA-2016-105277,LM-17065,12/4/2016,12/8/2016,Standard Class
CA-2016-112060,KT-16465,12/4/2016,12/9/2016,Standard Class
CA-2014-105270,AP-10915,11/11/2014,11/18/2014,Standard Class
US-2015-159513,JD-15790,4/2/2015,4/9/2015,Standard Class
CA-2015-155586,XP-21865,12/12/2015,12/16/2015,Second Class
CA-2017-141117,JK-16090,10/2/2017,10/8/2017,Standard Class
CA-2017-115070,MG-18205,4/10/2017,4/14/2017,Second Class
CA-2017-140186,PG-18820,9/29/2017,10/2/2017,First Class
CA-2014-124856,LD-17005,9/29/2014,10/3/2014,Second Class
CA-2014-166716,CR-12730,8/20/2014,8/25/2014,Second Class
CA-2014-123225,MN-17935,7/11/2014,7/14/2014,First Class
CA-2015-163440,RD-19900,3/22/2015,3/24/2015,First Class
US-2017-106796,JP-16135,5/12/2017,5/19/2017,Standard Class
CA-2017-113873,KE-16420,11/13/2017,11/19/2017,Standard Class
CA-2016-149783,DL-13315,9/4/2016,9/7/2016,Second Class
CA-2016-125017,KB-16240,2/6/2016,2/11/2016,Standard Class
US-2015-163279,JD-16150,3/22/2015,3/26/2015,Standard Class
CA-2015-150196,SR-20740,7/2/2015,7/3/2015,First Class
US-2015-106495,AC-10450,6/15/2015,6/17/2015,First Class
CA-2014-124730,LS-17245,11/26/2014,11/26/2014,Same Day
CA-2017-117632,CS-12175,5/12/2017,5/18/2017,Standard Class
CA-2014-115056,AR-10510,5/2/2014,5/2/2014,Same Day
CA-2017-161067,KB-16405,9/3/2017,9/6/2017,Second Class
CA-2016-122063,MM-17920,12/3/2016,12/7/2016,Standard Class
CA-2015-111206,RF-19735,7/18/2015,7/22/2015,Standard Class
CA-2016-142895,BP-11290,7/21/2016,7/26/2016,Standard Class
CA-2015-101868,MJ-17740,6/9/2015,6/16/2015,Standard Class
CA-2017-133207,DO-13645,11/27/2017,12/3/2017,Standard Class
CA-2015-132948,MV-17485,3/27/2015,4/3/2015,Standard Class
CA-2015-134992,MG-17875,9/22/2015,9/26/2015,Second Class
CA-2015-126725,BS-11665,11/17/2015,11/21/2015,Standard Class
CA-2015-121783,PO-19180,11/10/2015,11/14/2015,Standard Class
US-2014-138835,DA-13450,9/10/2014,9/14/2014,Standard Class
CA-2015-112214,AH-10690,8/5/2015,8/11/2015,Standard Class
US-2017-153255,JK-15730,9/3/2017,9/7/2017,Second Class
CA-2015-108119,MS-17530,11/1/2015,11/8/2015,Standard Class
CA-2015-157434,JK-15640,4/29/2015,5/4/2015,Second Class
CA-2016-101525,CM-12235,5/1/2016,5/4/2016,Second Class
US-2014-117968,RS-19420,8/5/2014,8/7/2014,Second Class
CA-2016-158211,BP-11185,1/4/2016,1/8/2016,Standard Class
CA-2016-152247,MA-17995,11/7/2016,11/12/2016,Standard Class
CA-2016-128223,EB-13705,6/14/2016,6/14/2016,Same Day
CA-2016-154235,RD-19900,9/24/2016,9/28/2016,Standard Class
CA-2017-129910,ME-17320,3/30/2017,4/3/2017,Standard Class
CA-2017-133095,EH-14005,6/4/2017,6/4/2017,Same Day
CA-2015-130554,FM-14290,4/7/2015,4/9/2015,First Class
CA-2014-152443,FG-14260,5/21/2014,5/26/2014,Standard Class
CA-2016-133319,MV-17485,9/5/2016,9/11/2016,Standard Class
CA-2016-133935,JW-15220,9/18/2016,9/22/2016,Standard Class
CA-2016-136301,EH-13765,3/13/2016,3/15/2016,Second Class
US-2014-109456,LS-17245,10/16/2014,10/17/2014,Same Day
CA-2017-151596,BP-11050,10/8/2017,10/11/2017,First Class
CA-2015-147879,CC-12220,5/7/2015,5/12/2015,Standard Class
CA-2016-166625,JM-15580,4/14/2016,4/17/2016,First Class
CA-2016-146157,RD-19720,11/21/2016,11/26/2016,Standard Class
CA-2017-159954,SS-20410,9/10/2017,9/14/2017,Standard Class
CA-2017-100825,KD-16495,9/9/2017,9/14/2017,Standard Class
CA-2014-168305,PL-18925,11/1/2014,11/8/2014,Standard Class
CA-2016-167682,ZD-21925,4/3/2016,4/9/2016,Standard Class
CA-2017-108000,LS-16945,1/12/2017,1/16/2017,Standard Class
CA-2015-146465,PB-18805,11/20/2015,11/24/2015,Standard Class
CA-2016-159639,PC-18745,11/27/2016,12/2/2016,Standard Class
US-2017-153948,FM-14290,11/6/2017,11/6/2017,Same Day
US-2016-113985,KD-16495,12/2/2016,12/7/2016,Standard Class
CA-2016-155383,SC-20680,12/17/2016,12/22/2016,Standard Class
CA-2014-120432,DW-13585,8/24/2014,8/26/2014,Second Class
US-2015-126977,PF-19120,9/17/2015,9/23/2015,Standard Class
CA-2016-130288,DK-13225,11/26/2016,11/30/2016,Second Class
CA-2017-146458,RB-19435,11/19/2017,11/22/2017,Second Class
CA-2017-150420,GD-14590,6/3/2017,6/8/2017,Standard Class
US-2014-118997,RA-19885,4/8/2014,4/12/2014,Standard Class
CA-2014-114314,DB-13555,10/11/2014,10/15/2014,Standard Class
US-2017-169551,RL-19615,7/7/2017,7/9/2017,First Class
CA-2016-103107,RB-19465,7/4/2016,7/4/2016,Same Day
CA-2017-122077,JF-15295,5/19/2017,5/25/2017,Standard Class
CA-2017-112431,RW-19690,10/12/2017,10/14/2017,Second Class
CA-2016-151092,VG-21790,8/6/2016,8/13/2016,Standard Class
CA-2014-104178,JM-15265,8/25/2014,8/29/2014,Standard Class
CA-2015-115924,BE-11455,9/14/2015,9/18/2015,Second Class
CA-2017-161046,CB-12535,3/5/2017,3/5/2017,Same Day
US-2017-141698,SD-20485,4/15/2017,4/21/2017,Standard Class
US-2014-105151,SG-20890,3/30/2014,3/31/2014,First Class
CA-2014-155796,TS-21430,11/11/2014,11/15/2014,Second Class
CA-2016-127138,DK-13225,3/12/2016,3/15/2016,Second Class
CA-2017-150602,ML-17395,2/9/2017,2/14/2017,Second Class
CA-2014-140732,MA-17560,11/11/2014,11/13/2014,Second Class
CA-2017-119011,LR-17035,8/20/2017,8/25/2017,Standard Class
CA-2016-166912,BE-11335,1/15/2016,1/17/2016,First Class
CA-2014-141726,CC-12145,7/20/2014,7/22/2014,First Class
CA-2017-115105,BD-11770,2/6/2017,2/11/2017,Standard Class
CA-2015-143980,JK-15640,12/25/2015,12/29/2015,Standard Class
CA-2016-135636,DB-13615,10/8/2016,10/13/2016,Standard Class
CA-2017-102155,RR-19525,7/13/2017,7/17/2017,Standard Class
CA-2017-116953,SV-20935,4/24/2017,4/25/2017,First Class
CA-2014-117765,RB-19465,9/7/2014,9/13/2014,Standard Class
CA-2016-114895,MV-18190,11/21/2016,11/28/2016,Standard Class
CA-2017-112984,EH-14185,9/16/2017,9/18/2017,Second Class
CA-2016-163776,JS-16030,7/19/2016,7/25/2016,Standard Class
US-2017-163300,ES-14020,9/15/2017,9/21/2017,Standard Class
CA-2016-162187,NS-18640,12/11/2016,12/11/2016,Same Day
US-2014-112991,SH-19975,12/10/2014,12/14/2014,Standard Class
CA-2014-124079,RF-19345,12/13/2014,12/17/2014,Standard Class
US-2017-146878,DL-12865,9/21/2017,9/27/2017,Standard Class
CA-2017-107244,AG-10390,9/7/2017,9/11/2017,Standard Class
CA-2015-100657,SW-20245,11/2/2015,11/7/2015,Standard Class
CA-2017-129581,KN-16390,12/11/2017,12/18/2017,Standard Class
CA-2017-129028,GB-14530,4/1/2017,4/3/2017,First Class
CA-2015-135580,CL-12565,12/30/2015,1/3/2016,Standard Class
CA-2016-159016,KF-16285,3/10/2016,3/11/2016,First Class
CA-2014-102652,AY-10555,4/6/2014,4/12/2014,Standard Class
CA-2014-152422,BD-11635,10/5/2014,10/10/2014,Second Class
US-2016-156692,HG-15025,8/13/2016,8/13/2016,Same Day
CA-2014-130869,CB-12025,11/17/2014,11/21/2014,Standard Class
